fecha,provincia,confirmados,muertes,recuperados
2020-03-25,Buenos Aires,30,0,0
2020-03-25,Catamarca,0,0,0
2020-03-25,Chaco,12,1,0
2020-03-25,Chubut,0,0,0
2020-03-25,Ciudad Autónoma de Buenos Aire,21,1,0
2020-03-25,Córdoba,15,0,0
2020-03-25,Corrientes,0,0,0
2020-03-25,Entre Ríos,3,0,0
2020-03-25,Formosa,0,0,0
2020-03-25,Jujuy,0,0,0
2020-03-25,La Pampa,0,0,0
2020-03-25,La Rioja,0,0,0
2020-03-25,Mendoza,1,0,0
2020-03-25,Misiones,0,0,0
2020-03-25,Neuquén,1,0,0
2020-03-25,Rio Negro,0,0,0
2020-03-25,Salta,0,0,0
2020-03-25,San Juan,0,0,0
2020-03-25,San Luis,4,0,0
2020-03-25,Santa Cruz,5,0,0
2020-03-25,Santa Fe,22,0,0
2020-03-25,Santiago del Estero,0,0,0
2020-03-25,Tierra del Fuego,1,0,0
2020-03-25,Tucumán,2,0,0
