fecha,provincia,confirmados,muertes,recuperados
2020-03-29,Buenos Aires,16,0,0
2020-03-29,Catamarca,0,0,0
2020-03-29,Chaco,4,0,0
2020-03-29,Chubut,0,0,0
2020-03-29,Ciudad Autónoma de Buenos Aire,13,0,0
2020-03-29,Córdoba,18,0,0
2020-03-29,Corrientes,1,0,0
2020-03-29,Entre Ríos,0,0,0
2020-03-29,Formosa,0,0,0
2020-03-29,Jujuy,0,0,0
2020-03-29,La Pampa,2,0,0
2020-03-29,La Rioja,1,0,0
2020-03-29,Mendoza,1,0,0
2020-03-29,Misiones,1,0,0
2020-03-29,Neuquén,0,0,0
2020-03-29,Rio Negro,0,0,0
2020-03-29,Salta,0,0,0
2020-03-29,San Juan,1,0,0
2020-03-29,San Luis,0,0,0
2020-03-29,Santa Cruz,0,0,0
2020-03-29,Santa Fe,13,0,0
2020-03-29,Santiago del Estero,0,0,0
2020-03-29,Tierra del Fuego,4,0,0
2020-03-29,Tucumán,0,0,0
