fecha,provincia,confirmados,muertes,recuperados
2020-03-07,Buenos Aires,0,0,0
2020-03-07,Catamarca,0,0,0
2020-03-07,Chaco,0,0,0
2020-03-07,Chubut,0,0,0
2020-03-07,Ciudad Autónoma de Buenos Aire,1,1,0
2020-03-07,Córdoba,0,0,0
2020-03-07,Corrientes,0,0,0
2020-03-07,Entre Ríos,0,0,0
2020-03-07,Formosa,0,0,0
2020-03-07,Jujuy,0,0,0
2020-03-07,La Pampa,0,0,0
2020-03-07,La Rioja,0,0,0
2020-03-07,Mendoza,0,0,0
2020-03-07,Misiones,0,0,0
2020-03-07,Neuquén,0,0,0
2020-03-07,Rio Negro,0,0,0
2020-03-07,Salta,0,0,0
2020-03-07,San Juan,0,0,0
2020-03-07,San Luis,0,0,0
2020-03-07,Santa Cruz,0,0,0
2020-03-07,Santa Fe,0,0,0
2020-03-07,Santiago del Estero,0,0,0
2020-03-07,Tierra del Fuego,0,0,0
2020-03-07,Tucumán,0,0,0
