fecha,provincia,confirmados,muertes,recuperados
2020-03-19,Buenos Aires,15,0,0
2020-03-19,Catamarca,0,0,0
2020-03-19,Chaco,2,0,0
2020-03-19,Chubut,0,0,0
2020-03-19,Ciudad Autónoma de Buenos Aire,8,0,0
2020-03-19,Córdoba,2,0,0
2020-03-19,Corrientes,0,0,0
2020-03-19,Entre Ríos,0,0,0
2020-03-19,Formosa,0,0,0
2020-03-19,Jujuy,0,0,0
2020-03-19,La Pampa,0,0,0
2020-03-19,La Rioja,0,0,0
2020-03-19,Mendoza,0,0,0
2020-03-19,Misiones,0,0,0
2020-03-19,Neuquén,0,0,0
2020-03-19,Rio Negro,1,0,0
2020-03-19,Salta,0,0,0
2020-03-19,San Juan,0,0,0
2020-03-19,San Luis,0,0,0
2020-03-19,Santa Cruz,0,0,0
2020-03-19,Santa Fe,1,0,0
2020-03-19,Santiago del Estero,0,0,0
2020-03-19,Tierra del Fuego,0,0,0
2020-03-19,Tucumán,1,0,0
