fecha,provincia,confirmados,muertes,recuperados
2020-03-18,Buenos Aires,6,0,0
2020-03-18,Catamarca,0,0,0
2020-03-18,Chaco,1,0,0
2020-03-18,Chubut,0,0,0
2020-03-18,Ciudad Autónoma de Buenos Aire,10,1,0
2020-03-18,Córdoba,1,0,0
2020-03-18,Corrientes,0,0,0
2020-03-18,Entre Ríos,1,0,0
2020-03-18,Formosa,0,0,0
2020-03-18,Jujuy,0,0,0
2020-03-18,La Pampa,0,0,0
2020-03-18,La Rioja,0,0,0
2020-03-18,Mendoza,0,0,0
2020-03-18,Misiones,0,0,0
2020-03-18,Neuquén,0,0,0
2020-03-18,Rio Negro,0,0,0
2020-03-18,Salta,0,0,0
2020-03-18,San Juan,0,0,0
2020-03-18,San Luis,0,0,0
2020-03-18,Santa Cruz,0,0,0
2020-03-18,Santa Fe,0,0,0
2020-03-18,Santiago del Estero,0,0,0
2020-03-18,Tierra del Fuego,0,0,0
2020-03-18,Tucumán,0,0,0
