fecha,provincia,confirmados,muertes,recuperados
2020-03-16,Buenos Aires,1,0,0
2020-03-16,Catamarca,0,0,0
2020-03-16,Chaco,3,0,0
2020-03-16,Chubut,0,0,0
2020-03-16,Ciudad Autónoma de Buenos Aire,5,0,0
2020-03-16,Córdoba,0,0,0
2020-03-16,Corrientes,0,0,0
2020-03-16,Entre Ríos,0,0,0
2020-03-16,Formosa,0,0,0
2020-03-16,Jujuy,0,0,0
2020-03-16,La Pampa,0,0,0
2020-03-16,La Rioja,0,0,0
2020-03-16,Mendoza,0,0,0
2020-03-16,Misiones,0,0,0
2020-03-16,Neuquén,0,0,0
2020-03-16,Rio Negro,0,0,0
2020-03-16,Salta,0,0,0
2020-03-16,San Juan,0,0,0
2020-03-16,San Luis,0,0,0
2020-03-16,Santa Cruz,0,0,0
2020-03-16,Santa Fe,0,0,0
2020-03-16,Santiago del Estero,0,0,0
2020-03-16,Tierra del Fuego,0,0,0
2020-03-16,Tucumán,0,0,0
