fecha,provincia,confirmados,muertes,recuperados
2020-03-11,Buenos Aires,1,0,0
2020-03-11,Catamarca,0,0,0
2020-03-11,Chaco,0,0,0
2020-03-11,Chubut,0,0,0
2020-03-11,Ciudad Autónoma de Buenos Aire,1,0,0
2020-03-11,Córdoba,0,0,0
2020-03-11,Corrientes,0,0,0
2020-03-11,Entre Ríos,0,0,0
2020-03-11,Formosa,0,0,0
2020-03-11,Jujuy,0,0,0
2020-03-11,La Pampa,0,0,0
2020-03-11,La Rioja,0,0,0
2020-03-11,Mendoza,0,0,0
2020-03-11,Misiones,0,0,0
2020-03-11,Neuquén,0,0,0
2020-03-11,Rio Negro,0,0,0
2020-03-11,Salta,0,0,0
2020-03-11,San Juan,0,0,0
2020-03-11,San Luis,0,0,0
2020-03-11,Santa Cruz,0,0,0
2020-03-11,Santa Fe,0,0,0
2020-03-11,Santiago del Estero,0,0,0
2020-03-11,Tierra del Fuego,0,0,0
2020-03-11,Tucumán,0,0,0
