fecha,provincia,confirmados,muertes,recuperados
2020-03-31,Buenos Aires,17,0,0
2020-03-31,Catamarca,0,0,0
2020-03-31,Chaco,3,1,0
2020-03-31,Chubut,0,0,0
2020-03-31,Ciudad Autónoma de Buenos Aire,19,0,0
2020-03-31,Córdoba,14,1,0
2020-03-31,Corrientes,1,0,0
2020-03-31,Entre Ríos,0,0,0
2020-03-31,Formosa,0,0,0
2020-03-31,Jujuy,0,0,0
2020-03-31,La Pampa,0,0,0
2020-03-31,La Rioja,0,1,0
2020-03-31,Mendoza,2,0,0
2020-03-31,Misiones,1,0,0
2020-03-31,Neuquén,0,0,0
2020-03-31,Rio Negro,1,0,0
2020-03-31,Salta,0,0,0
2020-03-31,San Juan,0,0,0
2020-03-31,San Luis,0,0,0
2020-03-31,Santa Cruz,0,0,0
2020-03-31,Santa Fe,22,0,0
2020-03-31,Santiago del Estero,0,0,0
2020-03-31,Tierra del Fuego,7,0,0
2020-03-31,Tucumán,1,0,0
