fecha,provincia,confirmados,muertes,recuperados
2020-04-02,Buenos Aires,36,2,0
2020-04-02,Catamarca,0,0,0
2020-04-02,Chaco,3,1,0
2020-04-02,Chubut,0,0,0
2020-04-02,Ciudad Autónoma de Buenos Aire,24,0,0
2020-04-02,Córdoba,16,0,0
2020-04-02,Corrientes,1,0,0
2020-04-02,Entre Ríos,2,0,0
2020-04-02,Formosa,0,0,0
2020-04-02,Jujuy,2,0,0
2020-04-02,La Pampa,0,0,0
2020-04-02,La Rioja,3,0,0
2020-04-02,Mendoza,0,1,0
2020-04-02,Misiones,0,0,0
2020-04-02,Neuquén,4,0,0
2020-04-02,Rio Negro,0,0,0
2020-04-02,Salta,0,0,0
2020-04-02,San Juan,0,0,0
2020-04-02,San Luis,2,0,0
2020-04-02,Santa Cruz,2,0,0
2020-04-02,Santa Fe,8,0,0
2020-04-02,Santiago del Estero,1,0,0
2020-04-02,Tierra del Fuego,24,0,0
2020-04-02,Tucumán,4,0,0
