fecha,provincia,confirmados,muertes,recuperados
2020-03-30,Buenos Aires,36,2,0
2020-03-30,Catamarca,0,0,0
2020-03-30,Chaco,12,0,0
2020-03-30,Chubut,0,0,0
2020-03-30,Ciudad Autónoma de Buenos Aire,34,0,0
2020-03-30,Córdoba,8,0,0
2020-03-30,Corrientes,10,0,0
2020-03-30,Entre Ríos,3,0,0
2020-03-30,Formosa,0,0,0
2020-03-30,Jujuy,0,0,0
2020-03-30,La Pampa,0,0,0
2020-03-30,La Rioja,0,0,0
2020-03-30,Mendoza,3,0,0
2020-03-30,Misiones,0,0,0
2020-03-30,Neuquén,8,1,0
2020-03-30,Rio Negro,0,0,0
2020-03-30,Salta,0,0,0
2020-03-30,San Juan,0,0,0
2020-03-30,San Luis,0,0,0
2020-03-30,Santa Cruz,0,0,0
2020-03-30,Santa Fe,21,0,0
2020-03-30,Santiago del Estero,0,0,0
2020-03-30,Tierra del Fuego,11,0,0
2020-03-30,Tucumán,0,1,0
