fecha,provincia,confirmados,muertes,recuperados
2020-04-03,Buenos Aires,22,3,0
2020-04-03,Catamarca,0,0,0
2020-04-03,Chaco,8,1,0
2020-04-03,Chubut,0,0,0
2020-04-03,Ciudad Autónoma de Buenos Aire,28,0,0
2020-04-03,Córdoba,14,0,0
2020-04-03,Corrientes,0,0,0
2020-04-03,Entre Ríos,2,0,0
2020-04-03,Formosa,0,0,0
2020-04-03,Jujuy,0,0,0
2020-04-03,La Pampa,0,0,0
2020-04-03,La Rioja,0,0,0
2020-04-03,Mendoza,2,1,0
2020-04-03,Misiones,0,0,0
2020-04-03,Neuquén,1,0,0
2020-04-03,Rio Negro,1,0,0
2020-04-03,Salta,0,0,0
2020-04-03,San Juan,0,0,0
2020-04-03,San Luis,1,0,0
2020-04-03,Santa Cruz,0,0,0
2020-04-03,Santa Fe,8,0,0
2020-04-03,Santiago del Estero,0,0,0
2020-04-03,Tierra del Fuego,1,0,0
2020-04-03,Tucumán,0,0,0
