fecha,provincia,confirmados,muertes,recuperados
2020-03-21,Buenos Aires,15,1,0
2020-03-21,Catamarca,0,0,0
2020-03-21,Chaco,5,0,0
2020-03-21,Chubut,0,0,0
2020-03-21,Ciudad Autónoma de Buenos Aire,29,0,0
2020-03-21,Córdoba,4,0,0
2020-03-21,Corrientes,2,0,0
2020-03-21,Entre Ríos,0,0,0
2020-03-21,Formosa,0,0,0
2020-03-21,Jujuy,0,0,0
2020-03-21,La Pampa,0,0,0
2020-03-21,La Rioja,0,0,0
2020-03-21,Mendoza,5,0,0
2020-03-21,Misiones,0,0,0
2020-03-21,Neuquén,0,0,0
2020-03-21,Rio Negro,1,0,0
2020-03-21,Salta,0,0,0
2020-03-21,San Juan,0,0,0
2020-03-21,San Luis,0,0,0
2020-03-21,Santa Cruz,0,0,0
2020-03-21,Santa Fe,2,0,0
2020-03-21,Santiago del Estero,0,0,0
2020-03-21,Tierra del Fuego,3,0,0
2020-03-21,Tucumán,1,0,0
