fecha,provincia,confirmados,muertes,recuperados
2020-03-05,Buenos Aires,0,0,0
2020-03-05,Catamarca,0,0,0
2020-03-05,Chaco,0,0,0
2020-03-05,Chubut,0,0,0
2020-03-05,Ciudad Autónoma de Buenos Aire,1,0,0
2020-03-05,Córdoba,0,0,0
2020-03-05,Corrientes,0,0,0
2020-03-05,Entre Ríos,0,0,0
2020-03-05,Formosa,0,0,0
2020-03-05,Jujuy,0,0,0
2020-03-05,La Pampa,0,0,0
2020-03-05,La Rioja,0,0,0
2020-03-05,Mendoza,0,0,0
2020-03-05,Misiones,0,0,0
2020-03-05,Neuquén,0,0,0
2020-03-05,Rio Negro,0,0,0
2020-03-05,Salta,0,0,0
2020-03-05,San Juan,0,0,0
2020-03-05,San Luis,0,0,0
2020-03-05,Santa Cruz,0,0,0
2020-03-05,Santa Fe,0,0,0
2020-03-05,Santiago del Estero,0,0,0
2020-03-05,Tierra del Fuego,0,0,0
2020-03-05,Tucumán,0,0,0
