fecha,provincia,confirmados,muertes,recuperados
2020-03-17,Buenos Aires,1,0,0
2020-03-17,Catamarca,0,0,0
2020-03-17,Chaco,1,0,0
2020-03-17,Chubut,0,0,0
2020-03-17,Ciudad Autónoma de Buenos Aire,4,0,0
2020-03-17,Córdoba,2,0,0
2020-03-17,Corrientes,0,0,0
2020-03-17,Entre Ríos,1,0,0
2020-03-17,Formosa,0,0,0
2020-03-17,Jujuy,1,0,0
2020-03-17,La Pampa,0,0,0
2020-03-17,La Rioja,0,0,0
2020-03-17,Mendoza,0,0,0
2020-03-17,Misiones,0,0,0
2020-03-17,Neuquén,0,0,0
2020-03-17,Rio Negro,1,0,0
2020-03-17,Salta,1,0,0
2020-03-17,San Juan,0,0,0
2020-03-17,San Luis,0,0,0
2020-03-17,Santa Cruz,1,0,0
2020-03-17,Santa Fe,0,0,0
2020-03-17,Santiago del Estero,0,0,0
2020-03-17,Tierra del Fuego,0,0,0
2020-03-17,Tucumán,0,0,0
