fecha,provincia,confirmados,muertes,recuperados
2020-03-09,Buenos Aires,0,0,0
2020-03-09,Catamarca,0,0,0
2020-03-09,Chaco,2,0,0
2020-03-09,Chubut,0,0,0
2020-03-09,Ciudad Autónoma de Buenos Aire,1,0,0
2020-03-09,Córdoba,0,0,0
2020-03-09,Corrientes,0,0,0
2020-03-09,Entre Ríos,0,0,0
2020-03-09,Formosa,0,0,0
2020-03-09,Jujuy,0,0,0
2020-03-09,La Pampa,0,0,0
2020-03-09,La Rioja,0,0,0
2020-03-09,Mendoza,0,0,0
2020-03-09,Misiones,0,0,0
2020-03-09,Neuquén,0,0,0
2020-03-09,Rio Negro,1,0,0
2020-03-09,Salta,0,0,0
2020-03-09,San Juan,0,0,0
2020-03-09,San Luis,1,0,0
2020-03-09,Santa Cruz,0,0,0
2020-03-09,Santa Fe,0,0,0
2020-03-09,Santiago del Estero,0,0,0
2020-03-09,Tierra del Fuego,0,0,0
2020-03-09,Tucumán,0,0,0
