fecha,provincia,confirmados,muertes,recuperados
2020-03-06,Buenos Aires,1,0,0
2020-03-06,Catamarca,0,0,0
2020-03-06,Chaco,0,0,0
2020-03-06,Chubut,0,0,0
2020-03-06,Ciudad Autónoma de Buenos Aire,4,0,0
2020-03-06,Córdoba,1,0,0
2020-03-06,Corrientes,0,0,0
2020-03-06,Entre Ríos,0,0,0
2020-03-06,Formosa,0,0,0
2020-03-06,Jujuy,0,0,0
2020-03-06,La Pampa,0,0,0
2020-03-06,La Rioja,0,0,0
2020-03-06,Mendoza,0,0,0
2020-03-06,Misiones,0,0,0
2020-03-06,Neuquén,0,0,0
2020-03-06,Rio Negro,0,0,0
2020-03-06,Salta,0,0,0
2020-03-06,San Juan,0,0,0
2020-03-06,San Luis,0,0,0
2020-03-06,Santa Cruz,0,0,0
2020-03-06,Santa Fe,0,0,0
2020-03-06,Santiago del Estero,0,0,0
2020-03-06,Tierra del Fuego,0,0,0
2020-03-06,Tucumán,0,0,0
