fecha,provincia,confirmados,muertes,recuperados
2020-03-04,Buenos Aires,0,0,0
2020-03-04,Catamarca,0,0,0
2020-03-04,Chaco,0,0,0
2020-03-04,Chubut,0,0,0
2020-03-04,Ciudad Autónoma de Buenos Aire,0,0,0
2020-03-04,Córdoba,0,0,0
2020-03-04,Corrientes,0,0,0
2020-03-04,Entre Ríos,0,0,0
2020-03-04,Formosa,0,0,0
2020-03-04,Jujuy,0,0,0
2020-03-04,La Pampa,0,0,0
2020-03-04,La Rioja,0,0,0
2020-03-04,Mendoza,0,0,0
2020-03-04,Misiones,0,0,0
2020-03-04,Neuquén,0,0,0
2020-03-04,Rio Negro,0,0,0
2020-03-04,Salta,0,0,0
2020-03-04,San Juan,0,0,0
2020-03-04,San Luis,0,0,0
2020-03-04,Santa Cruz,0,0,0
2020-03-04,Santa Fe,0,0,0
2020-03-04,Santiago del Estero,0,0,0
2020-03-04,Tierra del Fuego,0,0,0
2020-03-04,Tucumán,0,0,0
