fecha,provincia,confirmados,muertes,recuperados
2020-04-01,Buenos Aires,10,3,0
2020-04-01,Catamarca,0,0,0
2020-04-01,Chaco,12,0,0
2020-04-01,Chubut,0,0,0
2020-04-01,Ciudad Autónoma de Buenos Aire,10,0,0
2020-04-01,Córdoba,6,0,0
2020-04-01,Corrientes,1,0,0
2020-04-01,Entre Ríos,1,0,0
2020-04-01,Formosa,0,0,0
2020-04-01,Jujuy,0,0,0
2020-04-01,La Pampa,0,0,0
2020-04-01,La Rioja,0,0,0
2020-04-01,Mendoza,10,0,0
2020-04-01,Misiones,0,0,0
2020-04-01,Neuquén,4,1,0
2020-04-01,Rio Negro,0,0,0
2020-04-01,Salta,2,0,0
2020-04-01,San Juan,0,0,0
2020-04-01,San Luis,1,0,0
2020-04-01,Santa Cruz,10,0,0
2020-04-01,Santa Fe,11,1,0
2020-04-01,Santiago del Estero,0,0,0
2020-04-01,Tierra del Fuego,0,0,0
2020-04-01,Tucumán,1,0,0
